session_id,stock_id,open_price,close_price,high_price,low_price,volume_detail,ceiling_price,floor_price,buy_volume,sell_volume,net_volume,matched_value,adjust_price,change_percent,outstanding_share,name,code,stock_space,join_date,leave_date,init_price,category,year,month,day_of_month,volume_session
5061,2844,3.63,3.63,3.63,3.63,0,0.0,0.0,0,0,0,0.0,3.63,0.03,0,Công ty Cổ phần Thủy sản số 4 ,TS4,UPCOM,2021-09-24,,0.0,,2022,5,12,555585000000.0
5060,2844,3.63,3.63,3.63,3.63,0,0.0,0.0,0,0,0,0.0,3.63,0.03,0,Công ty Cổ phần Thủy sản số 4 ,TS4,UPCOM,2021-09-24,,0.0,,2022,5,13,850674000000.0
session_id,stock_id,open_price,close_price,high_price,low_price,volume_detail,ceiling_price,floor_price,buy_volume,sell_volume,net_volume,matched_value,adjust_price,change_percent,outstanding_share,name,code,stock_space,join_date,leave_date,init_price,category,year,month,day_of_month,volume_session
5061,2844,3.63,3.63,3.63,3.63,0,0.0,0.0,0,0,0,0.0,3.63,0.03,0,Công ty Cổ phần Thủy sản số 4 ,TS4,UPCOM,2021-09-24,,0.0,,2022,5,12,555585000000.0
5060,2844,3.63,3.63,3.63,3.63,0,0.0,0.0,0,0,0,0.0,3.63,0.03,0,Công ty Cổ phần Thủy sản số 4 ,TS4,UPCOM,2021-09-24,,0.0,,2022,5,13,850674000000.0
