session_id,stock_id,open_price,close_price,high_price,low_price,volume_detail,ceiling_price,floor_price,buy_volume,sell_volume,net_volume,matched_value,adjust_price,change_percent,outstanding_share,name,code,stock_space,join_date,leave_date,init_price,category,year,month,day_of_month,volume_session
8530,3642,16.9,17.0,17.15,16.7,176200,0.0,0.0,0,0,0,2982000000.0,11.31,0.0,0,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,HAX,HOSE,2006-12-26,,0.0,Dịch vụ,2023,3,9,9605920000000.0
8529,3642,16.95,17.4,17.5,16.85,566200,0.0,0.0,0,0,0,9765000000.0,11.57,0.4,0,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,HAX,HOSE,2006-12-26,,0.0,Dịch vụ,2023,3,10,7802560000000.0
8528,3642,17.5,17.35,17.5,17.0,323000,0.0,0.0,0,0,0,5587000000.0,11.54,-0.05,0,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,HAX,HOSE,2006-12-26,,0.0,Dịch vụ,2023,3,13,8852640000000.0
8527,3642,17.4,16.6,17.4,16.5,252400,0.0,0.0,0,0,0,4254000000.0,11.04,-0.8,0,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,HAX,HOSE,2006-12-26,,0.0,Dịch vụ,2023,3,14,9157830000000.0
8526,3642,17.1,17.0,17.15,16.85,334600,0.0,0.0,0,0,0,5689000000.0,11.31,0.4,0,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,HAX,HOSE,2006-12-26,,0.0,Dịch vụ,2023,3,15,9044830000000.0
8525,3642,16.9,16.65,16.9,16.45,387300,0.0,0.0,0,0,0,6440000000.0,11.08,-0.35,0,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,HAX,HOSE,2006-12-26,,0.0,Dịch vụ,2023,3,16,7993400000000.0
8524,3642,16.8,16.75,16.85,16.7,67900,0.0,0.0,0,0,0,1137000000.0,11.14,0.05,0,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,HAX,HOSE,2006-12-26,,0.0,Dịch vụ,2023,3,17,9056930000000.0
8523,3642,16.75,16.1,16.75,16.1,153600,0.0,0.0,0,0,0,2516000000.0,10.71,-0.7,0,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,HAX,HOSE,2006-12-26,,0.0,Dịch vụ,2023,3,20,8000550000000.0
8522,3642,16.3,16.45,16.45,16.15,97900,0.0,0.0,0,0,0,1596000000.0,10.94,0.35,0,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,HAX,HOSE,2006-12-26,,0.0,Dịch vụ,2023,3,21,6678120000000.0
8521,3642,16.65,16.3,16.7,16.2,117400,0.0,0.0,0,0,0,1920000000.0,10.84,-0.2,0,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,HAX,HOSE,2006-12-26,,0.0,Dịch vụ,2023,3,22,7063540000000.0
8520,3642,16.3,16.35,16.35,16.05,79900,0.0,0.0,0,0,0,1292000000.0,10.88,0.05,0,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,HAX,HOSE,2006-12-26,,0.0,Dịch vụ,2023,3,23,6539990000000.0
8519,3642,16.2,16.35,16.5,16.2,89500,0.0,0.0,0,0,0,1466000000.0,10.88,-0.05,0,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,HAX,HOSE,2006-12-26,,0.0,Dịch vụ,2023,3,24,8145960000000.0
8518,3642,16.5,16.3,16.6,16.2,207700,0.0,0.0,0,0,0,3404000000.0,10.84,-0.1,0,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,HAX,HOSE,2006-12-26,,0.0,Dịch vụ,2023,3,27,8430340000000.0
8517,3642,16.3,16.35,16.5,16.3,91100,0.0,0.0,0,0,0,1493000000.0,10.88,0.05,0,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,HAX,HOSE,2006-12-26,,0.0,Dịch vụ,2023,3,28,9714650000000.0
8516,3642,16.6,16.85,16.95,16.35,218800,0.0,0.0,0,0,0,3630000000.0,11.21,0.45,0,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,HAX,HOSE,2006-12-26,,0.0,Dịch vụ,2023,3,29,7305170000000.0
8515,3642,17.0,16.85,17.05,16.7,146300,0.0,0.0,0,0,0,2468000000.0,11.21,-0.05,0,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,HAX,HOSE,2006-12-26,,0.0,Dịch vụ,2023,3,30,9656120000000.0
8514,3642,16.9,17.7,17.75,16.9,822700,0.0,0.0,0,0,0,14344000000.0,11.77,0.8,0,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,HAX,HOSE,2006-12-26,,0.0,Dịch vụ,2023,3,31,10498800000000.0
8513,3642,18.0,17.65,18.1,17.65,399600,0.0,0.0,0,0,0,7132000000.0,11.74,-0.05,0,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,HAX,HOSE,2006-12-26,,0.0,Dịch vụ,2023,4,3,12983200000000.0
8512,3642,17.6,18.0,18.0,17.45,603600,0.0,0.0,0,0,0,10667000000.0,11.97,0.3,0,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,HAX,HOSE,2006-12-26,,0.0,Dịch vụ,2023,4,4,12386800000000.0
8511,3642,18.0,17.8,18.35,17.65,514300,0.0,0.0,0,0,0,9261000000.0,11.84,-0.2,0,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,HAX,HOSE,2006-12-26,,0.0,Dịch vụ,2023,4,5,11435900000000.0
8510,3642,17.85,17.3,17.95,17.3,554300,0.0,0.0,0,0,0,9764000000.0,11.51,-0.5,0,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,HAX,HOSE,2006-12-26,,0.0,Dịch vụ,2023,4,6,14836000000000.0
8509,3642,17.4,17.9,17.9,17.05,583800,0.0,0.0,0,0,0,10182000000.0,11.91,0.6,0,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,HAX,HOSE,2006-12-26,,0.0,Dịch vụ,2023,4,7,9555430000000.0
8508,3642,17.9,17.9,18.35,17.7,850300,0.0,0.0,0,0,0,15343000000.0,11.91,0.0,0,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,HAX,HOSE,2006-12-26,,0.0,Dịch vụ,2023,4,10,13080300000000.0
8507,3642,18.1,18.2,18.25,17.6,363600,0.0,0.0,0,0,0,6527000000.0,12.11,0.3,0,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,HAX,HOSE,2006-12-26,,0.0,Dịch vụ,2023,4,11,10352300000000.0
8506,3642,18.4,19.4,19.45,18.1,3156700,0.0,0.0,0,0,0,59001000000.0,12.9,1.2,0,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,HAX,HOSE,2006-12-26,,0.0,Dịch vụ,2023,4,12,11237900000000.0
8505,3642,20.0,19.4,20.0,19.0,1335400,0.0,0.0,0,0,0,26103000000.0,12.9,0.0,0,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,HAX,HOSE,2006-12-26,,0.0,Dịch vụ,2023,4,13,10048100000000.0
8504,3642,19.55,18.5,19.55,18.5,1045800,0.0,0.0,0,0,0,19854000000.0,12.31,-0.9,0,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,HAX,HOSE,2006-12-26,,0.0,Dịch vụ,2023,4,14,11983800000000.0
8503,3642,18.5,18.7,18.9,18.35,502700,0.0,0.0,0,0,0,9357000000.0,12.44,0.2,0,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,HAX,HOSE,2006-12-26,,0.0,Dịch vụ,2023,4,17,6714600000000.0
8502,3642,18.95,19.2,19.35,18.8,1189600,0.0,0.0,0,0,0,22624000000.0,12.77,0.5,0,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,HAX,HOSE,2006-12-26,,0.0,Dịch vụ,2023,4,18,8462260000000.0
8501,3642,19.35,18.9,19.55,18.6,980100,0.0,0.0,0,0,0,18904000000.0,12.57,-0.3,0,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,HAX,HOSE,2006-12-26,,0.0,Dịch vụ,2023,4,19,8609420000000.0
8500,3642,18.9,19.2,19.25,18.9,503200,0.0,0.0,0,0,0,9607000000.0,12.77,0.3,0,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,HAX,HOSE,2006-12-26,,0.0,Dịch vụ,2023,4,20,5636530000000.0
